impd,spp,grid,tl,w,spine,count,tag
MILR,BCF,566,140,,,1,
MILR,BCF,253,140,,,1,
MILR,BCF,394,150,,,1,
MILR,BCF,752,150,,,1,
MILR,BCF,604,150,,,1,
MILR,BCF,555,150,,,2,
MILR,BCF,514,150,,,1,
MILR,BCF,682,150,,,1,
MILR,BCF,411,150,,,1,
MILR,BCF,175,150,,,1,
MILR,BCF,514,160,,,2,
MILR,BCF,480,160,,,1,
MILR,BCF,566,160,,,1,
MILR,BCF,299,160,,,1,
MILR,BCF,332,160,,,1,
MILR,BCF,394,160,,,1,
MILR,BCF,520,160,,,3,
MILR,BCF,566,160,,,2,
MILR,BCF,480,160,,,1,
MILR,BCF,752,160,,,2,
MILR,BCF,555,160,,,1,
MILR,BCF,514,160,,,2,
MILR,BCF,519,160,,,1,
MILR,BCF,637,160,,,2,
MILR,BCF,296,160,,,2,
MILR,BCF,295,160,,,1,
MILR,BCF,421,160,,,1,
MILR,BCF,637,160,,,4,
MILR,BCF,296,160,,,1,
MILR,BCF,536,160,,,1,
MILR,BCF,411,160,,,5,
MILR,BCF,224,160,,,1,
MILR,BCF,253,160,,,1,
MILR,BCF,175,160,,,1,
MILR,BCF,514,170,,,5,
MILR,BCF,752,170,,,2,
MILR,BCF,520,170,,,1,
MILR,BCF,665,170,,,2,
MILR,BCF,299,170,,,2,
MILR,BCF,520,170,,,1,
MILR,BCF,566,170,,,1,
MILR,BCF,480,170,,,1,
MILR,BCF,752,170,,,2,
MILR,BCF,790,170,,,1,
MILR,BCF,555,170,,,1,
MILR,BCF,514,170,,,2,
MILR,BCF,610,170,,,1,
MILR,BCF,519,170,,,1,
MILR,BCF,739,170,,,1,
MILR,BCF,637,170,,,3,
MILR,BCF,420,170,,,2,
MILR,BCF,421,170,,,1,
MILR,BCF,637,170,,,3,
MILR,BCF,296,170,,,2,
MILR,BCF,739,170,,,1,
MILR,BCF,349,170,,,1,
MILR,BCF,224,170,,,1,
MILR,BCF,253,170,,,1,
MILR,BCF,100,170,,,1,
MILR,BCF,344,170,,,1,
MILR,BCF,458,170,,,3,
MILR,BCF,149,170,,,1,
MILR,BCF,605,180,,,1,
MILR,BCF,514,180,,,2,
MILR,BCF,784,180,,,1,
MILR,BCF,752,180,,,1,
MILR,BCF,480,180,,,3,
MILR,BCF,665,180,,,3,
MILR,BCF,566,180,,,1,
MILR,BCF,794,180,,,1,
MILR,BCF,752,180,,,1,
MILR,BCF,555,180,,,1,
MILR,BCF,514,180,,,3,
MILR,BCF,519,180,,,1,
MILR,BCF,505,180,,,1,
MILR,BCF,739,180,,,1,
MILR,BCF,682,180,,,1,
MILR,BCF,637,180,,,2,
MILR,BCF,420,180,,,1,
MILR,BCF,637,180,,,3,
MILR,BCF,296,180,,,2,
MILR,BCF,455,180,,,1,
MILR,BCF,411,180,,,7,
MILR,BCF,253,180,,,1,
MILR,BCF,158,180,,,1,
MILR,BCF,100,180,,,2,
MILR,BCF,343,180,,,1,
MILR,BCF,202,180,,,1,
MILR,BCF,514,190,,,1,
MILR,BCF,480,190,,,1,
MILR,BCF,665,190,,,1,
MILR,BCF,514,190,,,1,
MILR,BCF,519,190,,,1,
MILR,BCF,637,190,,,2,
MILR,BCF,420,190,,,1,
MILR,BCF,421,190,,,1,
MILR,BCF,637,190,,,2,
MILR,BCF,739,190,,,1,
MILR,BCF,682,190,,,1,
MILR,BCF,354,190,,,2,
MILR,BCF,452,190,,,2,
MILR,BCF,411,190,,,5,
MILR,BCF,224,190,,,1,
MILR,BCF,68,190,,,1,
MILR,BCF,605,200,,,1,
MILR,BCF,514,200,,,4,
MILR,BCF,555,200,,,1,
MILR,BCF,354,200,,,1,
MILR,BCF,332,200,,,1,
MILR,BCF,480,200,,,4,
MILR,BCF,752,200,,,2,
MILR,BCF,790,200,,,1,
MILR,BCF,604,200,,,2,
MILR,BCF,555,200,,,2,
MILR,BCF,514,200,,,7,
MILR,BCF,610,200,,,1,
MILR,BCF,744,200,,,1,
MILR,BCF,739,200,,,1,
MILR,BCF,420,200,,,1,
MILR,BCF,739,200,,,2,
MILR,BCF,536,200,,,1,
MILR,BCF,411,200,,,3,
MILR,BCF,224,200,,,1,
MILR,BCF,605,210,,,6,
MILR,BCF,514,210,,,15,
MILR,BCF,784,210,,,1,
MILR,BCF,794,210,,,1,
MILR,BCF,752,210,,,1,
MILR,BCF,520,210,,,1,
MILR,BCF,480,210,,,2,
MILR,BCF,555,210,,,1,
MILR,BCF,354,210,,,3,
MILR,BCF,299,210,,,1,
MILR,BCF,332,210,,,1,
MILR,BCF,520,210,,,2,
MILR,BCF,566,210,,,3,
MILR,BCF,480,210,,,4,
MILR,BCF,752,210,,,1,
MILR,BCF,551,210,,,1,
MILR,BCF,604,210,,,8,
MILR,BCF,555,210,,,3,
MILR,BCF,514,210,,,29,
MILR,BCF,519,210,,,2,
MILR,BCF,744,210,,,2,
MILR,BCF,739,210,,,7,
MILR,BCF,682,210,,,1,
MILR,BCF,637,210,,,3,
MILR,BCF,421,210,,,3,
MILR,BCF,420,210,,,1,
MILR,BCF,420,210,,,2,
MILR,BCF,421,210,,,2,
MILR,BCF,637,210,,,2,
MILR,BCF,296,210,,,1,
MILR,BCF,739,210,,,6,
MILR,BCF,682,210,,,3,
MILR,BCF,299,210,,,1,
MILR,BCF,354,210,,,3,
MILR,BCF,744,210,,,1,
MILR,BCF,576,210,,,1,
MILR,BCF,534,210,,,1,
MILR,BCF,411,210,,,5,
MILR,BCF,285,210,,,1,
MILR,BCF,458,210,,,1,
MILR,BCF,193,210,,,1,
MILR,BCF,216,210,,,1,
MILR,BCF,605,220,,,17,
MILR,BCF,514,220,,,22,
MILR,BCF,784,220,,,2,
MILR,BCF,752,220,,,2,
MILR,BCF,520,220,,,2,
MILR,BCF,480,220,,,11,
MILR,BCF,566,220,,,2,
MILR,BCF,665,220,,,4,
MILR,BCF,552,220,,,2,
MILR,BCF,555,220,,,9,
MILR,BCF,354,220,,,12,
MILR,BCF,299,220,,,1,
MILR,BCF,332,220,,,2,
MILR,BCF,394,220,,,2,
MILR,BCF,519,220,,,2,
MILR,BCF,566,220,,,2,
MILR,BCF,480,220,,,10,
MILR,BCF,777,220,,,1,
MILR,BCF,752,220,,,2,
MILR,BCF,551,220,,,1,
MILR,BCF,604,220,,,11,
MILR,BCF,555,220,,,9,
MILR,BCF,514,220,,,27,
MILR,BCF,439,220,,,1,
MILR,BCF,519,220,,,1,
MILR,BCF,505,220,,,1,
MILR,BCF,689,220,,,1,
MILR,BCF,739,220,,,12,
MILR,BCF,682,220,,,3,
MILR,BCF,637,220,,,1,
MILR,BCF,296,220,,,2,
MILR,BCF,421,220,,,1,
MILR,BCF,420,220,,,2,
MILR,BCF,420,220,,,3,
MILR,BCF,421,220,,,3,
MILR,BCF,637,220,,,1,
MILR,BCF,739,220,,,11,
MILR,BCF,682,220,,,5,
MILR,BCF,320,220,,,1,
MILR,BCF,299,220,,,4,
MILR,BCF,332,220,,,2,
MILR,BCF,354,220,,,13,
MILR,BCF,357,220,,,1,
MILR,BCF,744,220,,,1,
MILR,BCF,534,220,,,2,
MILR,BCF,536,220,,,3,
MILR,BCF,452,220,,,1,
MILR,BCF,411,220,,,12,
MILR,BCF,458,220,,,3,
MILR,BCF,130,220,,,1,
MILR,BCF,149,220,,,1,
MILR,BCF,216,220,,,2,
MILR,BCF,202,220,,,1,
MILR,BCF,605,230,,,15,
MILR,BCF,514,230,,,20,
MILR,BCF,610,230,,,2,
MILR,BCF,790,230,,,1,
MILR,BCF,752,230,,,3,
MILR,BCF,520,230,,,2,
MILR,BCF,480,230,,,13,
MILR,BCF,566,230,,,2,
MILR,BCF,665,230,,,1,
MILR,BCF,552,230,,,1,
MILR,BCF,555,230,,,2,
MILR,BCF,354,230,,,8,
MILR,BCF,299,230,,,3,
MILR,BCF,394,230,,,1,
MILR,BCF,392,230,,,1,
MILR,BCF,519,230,,,3,
MILR,BCF,520,230,,,3,
MILR,BCF,566,230,,,1,
MILR,BCF,480,230,,,12,
MILR,BCF,777,230,,,1,
MILR,BCF,665,230,,,2,
MILR,BCF,752,230,,,2,
MILR,BCF,790,230,,,2,
MILR,BCF,604,230,,,11,
MILR,BCF,555,230,,,4,
MILR,BCF,514,230,,,14,
MILR,BCF,439,230,,,1,
MILR,BCF,519,230,,,4,
MILR,BCF,504,230,,,1,
MILR,BCF,744,230,,,4,
MILR,BCF,689,230,,,1,
MILR,BCF,739,230,,,12,
MILR,BCF,682,230,,,4,
MILR,BCF,637,230,,,5,
MILR,BCF,296,230,,,1,
MILR,BCF,295,230,,,2,
MILR,BCF,421,230,,,4,
MILR,BCF,232,230,,,1,
MILR,BCF,420,230,,,2,
MILR,BCF,420,230,,,2,
MILR,BCF,421,230,,,5,
MILR,BCF,637,230,,,1,
MILR,BCF,739,230,,,12,
MILR,BCF,682,230,,,3,
MILR,BCF,505,230,,,1,
MILR,BCF,392,230,,,1,
MILR,BCF,394,230,,,1,
MILR,BCF,304,230,,,1,
MILR,BCF,299,230,,,2,
MILR,BCF,332,230,,,1,
MILR,BCF,354,230,,,17,
MILR,BCF,357,230,,,1,
MILR,BCF,744,230,,,2,
MILR,BCF,576,230,,,2,
MILR,BCF,457,230,,,1,
MILR,BCF,534,230,,,1,
MILR,BCF,536,230,,,1,
MILR,BCF,455,230,,,1,
MILR,BCF,411,230,,,18,
MILR,BCF,310,230,,,2,
MILR,BCF,224,230,,,2,
MILR,BCF,253,230,,,2,
MILR,BCF,158,230,,,1,
MILR,BCF,100,230,,,1,
MILR,BCF,285,230,,,3,
MILR,BCF,314,230,,,3,
MILR,BCF,458,230,,,8,
MILR,BCF,376,230,,,2,
MILR,BCF,174,230,,,1,
MILR,BCF,68,230,,,1,
MILR,BCF,149,230,,,1,
MILR,BCF,514,233,,,1,520
MILR,BCF,605,240,,,14,
MILR,BCF,514,240,,,5,
MILR,BCF,338,240,,,1,
MILR,BCF,610,240,,,1,
MILR,BCF,790,240,,,1,
MILR,BCF,777,240,,,1,
MILR,BCF,752,240,,,4,
MILR,BCF,520,240,,,1,
MILR,BCF,480,240,,,4,
MILR,BCF,665,240,,,2,
MILR,BCF,555,240,,,1,
MILR,BCF,354,240,,,9,
MILR,BCF,519,240,,,1,
MILR,BCF,520,240,,,2,
MILR,BCF,566,240,,,1,
MILR,BCF,480,240,,,6,
MILR,BCF,794,240,,,1,
MILR,BCF,752,240,,,2,
MILR,BCF,604,240,,,9,
MILR,BCF,555,240,,,5,
MILR,BCF,514,240,,,13,
MILR,BCF,610,240,,,1,
MILR,BCF,439,240,,,1,
MILR,BCF,439,240,,,1,
MILR,BCF,519,240,,,1,
MILR,BCF,689,240,,,3,
MILR,BCF,739,240,,,17,
MILR,BCF,682,240,,,3,
MILR,BCF,296,240,,,1,
MILR,BCF,421,240,,,2,
MILR,BCF,420,240,,,3,
MILR,BCF,464,240,,,1,
MILR,BCF,739,240,,,5,
MILR,BCF,682,240,,,7,
MILR,BCF,504,240,,,1,
MILR,BCF,299,240,,,1,
MILR,BCF,332,240,,,1,
MILR,BCF,354,240,,,17,
MILR,BCF,576,240,,,1,
MILR,BCF,630,240,,,1,
MILR,BCF,534,240,,,1,
MILR,BCF,536,240,,,3,
MILR,BCF,452,240,,,1,
MILR,BCF,411,240,,,17,
MILR,BCF,310,240,,,1,
MILR,BCF,224,240,,,3,
MILR,BCF,253,240,,,1,
MILR,BCF,100,240,,,1,
MILR,BCF,285,240,,,3,
MILR,BCF,344,240,,,1,
MILR,BCF,376,240,,,1,
MILR,BCF,174,240,,,1,
MILR,BCF,175,240,,,1,
MILR,BCF,68,240,,,1,
MILR,BCF,130,240,,,1,
MILR,BCF,149,240,,,1,
MILR,BCF,202,240,,,1,
MILR,BCF,605,250,,,10,
MILR,BCF,514,250,,,3,
MILR,BCF,777,250,,,1,
MILR,BCF,480,250,,,8,
MILR,BCF,566,250,,,2,
MILR,BCF,665,250,,,1,
MILR,BCF,555,250,,,1,
MILR,BCF,354,250,,,5,
MILR,BCF,299,250,,,1,
MILR,BCF,394,250,,,2,
MILR,BCF,304,250,,,1,
MILR,BCF,519,250,,,1,
MILR,BCF,520,250,,,1,
MILR,BCF,566,250,,,1,
MILR,BCF,480,250,,,7,
MILR,BCF,777,250,,,1,
MILR,BCF,552,250,,,1,
MILR,BCF,604,250,,,12,
MILR,BCF,555,250,,,1,
MILR,BCF,514,250,,,6,
MILR,BCF,519,250,,,1,
MILR,BCF,504,250,,,1,
MILR,BCF,689,250,,,2,
MILR,BCF,739,250,,,6,
MILR,BCF,682,250,,,1,
MILR,BCF,296,250,,,1,
MILR,BCF,420,250,,,1,
MILR,BCF,420,250,,,1,
MILR,BCF,637,250,,,1,
MILR,BCF,739,250,,,6,
MILR,BCF,682,250,,,3,
MILR,BCF,320,250,,,1,
MILR,BCF,299,250,,,1,
MILR,BCF,354,250,,,11,
MILR,BCF,357,250,,,1,
MILR,BCF,744,250,,,1,
MILR,BCF,630,250,,,1,
MILR,BCF,457,250,,,1,
MILR,BCF,536,250,,,2,
MILR,BCF,411,250,,,16,
MILR,BCF,224,250,,,1,
MILR,BCF,253,250,,,4,
MILR,BCF,158,250,,,1,
MILR,BCF,100,250,,,2,
MILR,BCF,458,250,,,8,
MILR,BCF,174,250,,,1,
MILR,BCF,175,250,,,2,
MILR,BCF,68,250,,,4,
MILR,BCF,130,250,,,1,
MILR,BCF,149,250,,,1,
MILR,BCF,202,250,,,1,
MILR,BCF,605,260,,,7,
MILR,BCF,514,260,,,6,
MILR,BCF,770,260,,,1,
MILR,BCF,790,260,,,1,
MILR,BCF,520,260,,,1,
MILR,BCF,480,260,,,7,
MILR,BCF,665,260,,,1,
MILR,BCF,552,260,,,1,
MILR,BCF,555,260,,,1,
MILR,BCF,354,260,,,7,
MILR,BCF,429,260,,,1,
MILR,BCF,520,260,,,2,
MILR,BCF,566,260,,,1,
MILR,BCF,480,260,,,8,
MILR,BCF,665,260,,,2,
MILR,BCF,752,260,,,1,
MILR,BCF,604,260,,,13,
MILR,BCF,555,260,,,1,
MILR,BCF,514,260,,,8,
MILR,BCF,439,260,,,2,
MILR,BCF,519,260,,,4,
MILR,BCF,505,260,,,2,
MILR,BCF,689,260,,,3,
MILR,BCF,739,260,,,11,
MILR,BCF,682,260,,,4,
MILR,BCF,296,260,,,2,
MILR,BCF,295,260,,,1,
MILR,BCF,421,260,,,2,
MILR,BCF,420,260,,,1,
MILR,BCF,739,260,,,11,
MILR,BCF,682,260,,,2,
MILR,BCF,392,260,,,1,
MILR,BCF,332,260,,,1,
MILR,BCF,354,260,,,13,
MILR,BCF,744,260,,,1,
MILR,BCF,630,260,,,1,
MILR,BCF,536,260,,,1,
MILR,BCF,540,260,,,1,
MILR,BCF,455,260,,,1,
MILR,BCF,411,260,,,7,
MILR,BCF,224,260,,,2,
MILR,BCF,253,260,,,1,
MILR,BCF,103,260,,,1,
MILR,BCF,100,260,,,1,
MILR,BCF,285,260,,,2,
MILR,BCF,343,260,,,1,
MILR,BCF,68,260,,,1,
MILR,BCF,193,260,,,1,
MILR,BCF,202,260,,,2,
MILR,BCF,179,260,,,1,
MILR,BCF,605,270,,,18,
MILR,BCF,514,270,,,5,
MILR,BCF,610,270,,,1,
MILR,BCF,770,270,,,1,
MILR,BCF,790,270,,,1,
MILR,BCF,752,270,,,1,
MILR,BCF,520,270,,,2,
MILR,BCF,480,270,,,10,
MILR,BCF,566,270,,,4,
MILR,BCF,555,270,,,2,
MILR,BCF,354,270,,,14,
MILR,BCF,299,270,,,3,
MILR,BCF,394,270,,,2,
MILR,BCF,735,270,,,1,
MILR,BCF,519,270,,,2,
MILR,BCF,566,270,,,1,
MILR,BCF,480,270,,,6,
MILR,BCF,752,270,,,1,
MILR,BCF,552,270,,,1,
MILR,BCF,604,270,,,11,
MILR,BCF,555,270,,,2,
MILR,BCF,514,270,,,5,
MILR,BCF,610,270,,,1,
MILR,BCF,439,270,,,1,
MILR,BCF,519,270,,,2,
MILR,BCF,689,270,,,5,
MILR,BCF,739,270,,,14,
MILR,BCF,682,270,,,1,
MILR,BCF,420,270,,,4,
MILR,BCF,420,270,,,1,
MILR,BCF,421,270,,,3,
MILR,BCF,739,270,,,3,
MILR,BCF,504,270,,,1,
MILR,BCF,299,270,,,1,
MILR,BCF,354,270,,,11,
MILR,BCF,576,270,,,1,
MILR,BCF,457,270,,,1,
MILR,BCF,452,270,,,1,
MILR,BCF,411,270,,,6,
MILR,BCF,310,270,,,2,
MILR,BCF,158,270,,,1,
MILR,BCF,285,270,,,1,
MILR,BCF,458,270,,,6,
MILR,BCF,376,270,,,1,
MILR,BCF,130,270,,,3,
MILR,BCF,149,270,,,8,
MILR,BCF,179,270,,,1,
MILR,BCF,605,280,,,9,
MILR,BCF,514,280,,,1,
MILR,BCF,794,280,,,1,
MILR,BCF,777,280,,,1,
MILR,BCF,752,280,,,1,
MILR,BCF,520,280,,,3,
MILR,BCF,480,280,,,8,
MILR,BCF,566,280,,,3,
MILR,BCF,665,280,,,1,
MILR,BCF,555,280,,,2,
MILR,BCF,354,280,,,5,
MILR,BCF,299,280,,,2,
MILR,BCF,394,280,,,2,
MILR,BCF,392,280,,,1,
MILR,BCF,520,280,,,3,
MILR,BCF,566,280,,,1,
MILR,BCF,480,280,,,8,
MILR,BCF,777,280,,,2,
MILR,BCF,794,280,,,2,
MILR,BCF,790,280,,,1,
MILR,BCF,552,280,,,1,
MILR,BCF,604,280,,,7,
MILR,BCF,555,280,,,1,
MILR,BCF,514,280,,,4,
MILR,BCF,610,280,,,1,
MILR,BCF,439,280,,,1,
MILR,BCF,519,280,,,4,
MILR,BCF,744,280,,,2,
MILR,BCF,689,280,,,1,
MILR,BCF,739,280,,,6,
MILR,BCF,682,280,,,1,
MILR,BCF,464,280,,,1,
MILR,BCF,296,280,,,1,
MILR,BCF,421,280,,,2,
MILR,BCF,420,280,,,1,
MILR,BCF,637,280,,,1,
MILR,BCF,296,280,,,1,
MILR,BCF,739,280,,,7,
MILR,BCF,682,280,,,1,
MILR,BCF,320,280,,,1,
MILR,BCF,505,280,,,2,
MILR,BCF,429,280,,,3,
MILR,BCF,394,280,,,2,
MILR,BCF,354,280,,,8,
MILR,BCF,576,280,,,3,
MILR,BCF,630,280,,,1,
MILR,BCF,457,280,,,1,
MILR,BCF,534,280,,,2,
MILR,BCF,536,280,,,3,
MILR,BCF,455,280,,,1,
MILR,BCF,452,280,,,1,
MILR,BCF,411,280,,,13,
MILR,BCF,310,280,,,1,
MILR,BCF,224,280,,,3,
MILR,BCF,253,280,,,2,
MILR,BCF,103,280,,,1,
MILR,BCF,158,280,,,1,
MILR,BCF,285,280,,,2,
MILR,BCF,314,280,,,1,
MILR,BCF,344,280,,,1,
MILR,BCF,458,280,,,4,
MILR,BCF,174,280,,,2,
MILR,BCF,68,280,,,4,
MILR,BCF,130,280,,,3,
MILR,BCF,149,280,,,2,
MILR,BCF,216,280,,,1,
MILR,BCF,411,281,,,1,611
MILR,BCF,605,290,,,2,
MILR,BCF,514,290,,,3,
MILR,BCF,790,290,,,1,
MILR,BCF,520,290,,,2,
MILR,BCF,480,290,,,4,
MILR,BCF,566,290,,,2,
MILR,BCF,665,290,,,1,
MILR,BCF,354,290,,,2,
MILR,BCF,299,290,,,1,
MILR,BCF,394,290,,,2,
MILR,BCF,735,290,,,1,
MILR,BCF,480,290,,,6,
MILR,BCF,665,290,,,2,
MILR,BCF,794,290,,,1,
MILR,BCF,752,290,,,1,
MILR,BCF,604,290,,,3,
MILR,BCF,514,290,,,1,
MILR,BCF,610,290,,,2,
MILR,BCF,439,290,,,1,
MILR,BCF,519,290,,,2,
MILR,BCF,744,290,,,4,
MILR,BCF,739,290,,,2,
MILR,BCF,423,290,,,1,
MILR,BCF,739,290,,,1,
MILR,BCF,682,290,,,1,
MILR,BCF,504,290,,,1,
MILR,BCF,392,290,,,1,
MILR,BCF,304,290,,,1,
MILR,BCF,332,290,,,1,
MILR,BCF,354,290,,,4,
MILR,BCF,457,290,,,3,
MILR,BCF,534,290,,,1,
MILR,BCF,536,290,,,1,
MILR,BCF,540,290,,,1,
MILR,BCF,411,290,,,18,
MILR,BCF,310,290,,,2,
MILR,BCF,224,290,,,1,
MILR,BCF,253,290,,,5,
MILR,BCF,100,290,,,1,
MILR,BCF,285,290,,,2,
MILR,BCF,314,290,,,1,
MILR,BCF,343,290,,,1,
MILR,BCF,458,290,,,3,
MILR,BCF,376,290,,,1,
MILR,BCF,174,290,,,4,
MILR,BCF,68,290,,,10,
MILR,BCF,130,290,,,6,
MILR,BCF,149,290,,,2,
MILR,BCF,193,290,,,2,
MILR,BCF,216,290,,,2,
MILR,BCF,204,290,,,1,
MILR,BCF,605,300,,,1,
MILR,BCF,514,300,,,1,
MILR,BCF,610,300,,,1,
MILR,BCF,794,300,,,1,
MILR,BCF,480,300,,,3,
MILR,BCF,566,300,,,1,
MILR,BCF,299,300,,,1,
MILR,BCF,566,300,,,2,
MILR,BCF,480,300,,,3,
MILR,BCF,794,300,,,1,
MILR,BCF,790,300,,,1,
MILR,BCF,604,300,,,3,
MILR,BCF,514,300,,,1,
MILR,BCF,338,300,,,1,
MILR,BCF,739,300,,,2,
MILR,BCF,295,300,,,1,
MILR,BCF,423,300,,,1,
MILR,BCF,739,300,,,1,
MILR,BCF,682,300,,,2,
MILR,BCF,332,300,,,1,
MILR,BCF,354,300,,,2,
MILR,BCF,630,300,,,1,
MILR,BCF,457,300,,,1,
MILR,BCF,536,300,,,1,
MILR,BCF,455,300,,,1,
MILR,BCF,452,300,,,1,
MILR,BCF,411,300,,,16,
MILR,BCF,310,300,,,3,
MILR,BCF,224,300,,,1,
MILR,BCF,253,300,,,1,
MILR,BCF,121,300,,,1,
MILR,BCF,158,300,,,3,
MILR,BCF,100,300,,,1,
MILR,BCF,458,300,,,3,
MILR,BCF,376,300,,,1,
MILR,BCF,174,300,,,3,
MILR,BCF,175,300,,,1,
MILR,BCF,68,300,,,11,
MILR,BCF,130,300,,,6,
MILR,BCF,149,300,,,1,
MILR,BCF,193,300,,,3,
MILR,BCF,202,300,,,1,
MILR,BCF,605,310,,,1,
MILR,BCF,555,310,,,1,
MILR,BCF,735,310,,,1,
MILR,BCF,480,310,,,1,
MILR,BCF,610,310,,,1,
MILR,BCF,739,310,,,1,
MILR,BCF,420,310,,,1,
MILR,BCF,739,310,,,1,
MILR,BCF,429,310,,,1,
MILR,BCF,576,310,,,1,
MILR,BCF,457,310,,,2,
MILR,BCF,534,310,,,1,
MILR,BCF,536,310,,,2,
MILR,BCF,455,310,,,2,
MILR,BCF,411,310,,,7,
MILR,BCF,310,310,,,4,
MILR,BCF,224,310,,,3,
MILR,BCF,253,310,,,3,
MILR,BCF,121,310,,,1,
MILR,BCF,103,310,,,1,
MILR,BCF,158,310,,,1,
MILR,BCF,100,310,,,1,
MILR,BCF,285,310,,,3,
MILR,BCF,314,310,,,1,
MILR,BCF,343,310,,,1,
MILR,BCF,458,310,,,3,
MILR,BCF,174,310,,,2,
MILR,BCF,68,310,,,4,
MILR,BCF,130,310,,,2,
MILR,BCF,149,310,,,6,
MILR,BCF,216,310,,,2,
MILR,BCF,794,320,,,1,
MILR,BCF,739,320,,,2,
MILR,BCF,536,320,,,2,
MILR,BCF,411,320,,,7,
MILR,BCF,253,320,,,2,
MILR,BCF,158,320,,,1,
MILR,BCF,100,320,,,2,
MILR,BCF,314,320,,,1,
MILR,BCF,458,320,,,1,
MILR,BCF,376,320,,,1,
MILR,BCF,174,320,,,2,
MILR,BCF,68,320,,,3,
MILR,BCF,480,330,,,2,
MILR,BCF,536,330,,,1,
MILR,BCF,411,330,,,1,
MILR,BCF,224,330,,,1,
MILR,BCF,253,330,,,1,
MILR,BCF,100,330,,,1,
MILR,BCF,285,330,,,1,
MILR,BCF,175,330,,,1,
MILR,BCF,68,330,,,3,
MILR,BCF,130,330,,,2,
MILR,BCF,149,330,,,1,
MILR,BCF,193,330,,,1,
MILR,BCF,202,330,,,1,
MILR,BCF,411,340,,,1,
MILR,BCF,314,340,,,1,
MILR,BCF,68,340,,,4,
MILR,BCF,480,350,,,1,
MILR,BCF,752,350,,,1,
MILR,BCF,310,350,,,1,
MILR,BCF,338,360,,,1,
MILR,BCF,752,360,,,1,
MILR,BCF,480,360,,,1,
MILR,BCF,480,360,,,1,
MILR,BCF,536,360,,,1,
MILR,BCF,610,370,,,1,
MILR,BCF,455,370,,,1,
MILR,BCF,605,380,,,1,
MILR,BCF,480,380,,,1,
MILR,BCF,520,380,,,1,
